id,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
350,291,Ninjask,3,Normal,Ninja,2,Bug,Flying,0.8,12.0,2,Speed Boost,None,Infiltrator,456,61,90,45,50,50,160,120.0,70.0,160.0,Erratic,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
351,292,Shedinja,3,Normal,Shed,2,Bug,Ghost,0.8,1.2,1,Wonder Guard,None,None,236,1,90,45,30,30,40,45.0,70.0,83.0,Erratic,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
352,293,Whismur,3,Normal,Whisper,1,Normal,None,0.6,16.3,2,Soundproof,None,Rattled,240,64,51,23,51,23,28,190.0,70.0,48.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,294,Loudred,3,Normal,Big Voice,1,Normal,None,1.0,40.5,2,Soundproof,None,Scrappy,360,84,71,43,71,43,48,120.0,70.0,126.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,295,Exploud,3,Normal,Loud Noise,1,Normal,None,1.5,84.0,2,Soundproof,None,Scrappy,490,104,91,63,91,73,68,45.0,70.0,221.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,296,Makuhita,3,Normal,Guts,1,Fighting,None,1.0,86.4,3,Thick Fat,Guts,Sheer Force,237,72,60,30,20,30,25,180.0,70.0,47.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
356,297,Hariyama,3,Normal,Arm Thrust,1,Fighting,None,2.3,253.8,3,Thick Fat,Guts,Sheer Force,474,144,120,60,40,60,50,200.0,70.0,166.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
357,298,Azurill,3,Normal,Polka Dot,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150.0,70.0,38.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
358,299,Nosepass,3,Normal,Compass,1,Rock,None,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255.0,70.0,75.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
359,300,Skitty,3,Normal,Kitten,1,Normal,None,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255.0,70.0,52.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
360,301,Delcatty,3,Normal,Prim,1,Normal,None,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60.0,70.0,140.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
361,302,Sableye,3,Normal,Darkness,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45.0,35.0,133.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
362,302,Mega Sableye,3,Normal,Darkness,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,None,None,480,50,85,125,85,115,20,45.0,35.0,168.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
363,303,Mawile,3,Normal,Deceiver,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45.0,70.0,133.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
364,303,Mega Mawile,3,Normal,Deceiver,2,Steel,Fairy,1.0,23.5,1,Huge Power,None,None,480,50,105,125,55,95,50,45.0,70.0,168.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
365,304,Aron,3,Normal,Iron Armor,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180.0,35.0,66.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
366,305,Lairon,3,Normal,Iron Armor,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90.0,35.0,151.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
367,306,Aggron,3,Normal,Iron Armor,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45.0,35.0,239.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
368,306,Mega Aggron,3,Normal,Iron Armor,1,Steel,None,2.2,395.0,1,Filter,None,None,630,70,140,230,60,80,50,45.0,35.0,284.0,Slow,0.5,1.5,1.0,1.0,0.5,0.5,1.5,0.0,1.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
369,307,Meditite,3,Normal,Meditate,2,Fighting,Psychic,0.6,11.2,2,Pure Power,None,Telepathy,280,30,40,55,40,55,60,180.0,70.0,56.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
370,308,Medicham,3,Normal,Meditate,2,Fighting,Psychic,1.3,31.5,2,Pure Power,None,Telepathy,410,60,60,75,60,75,80,90.0,70.0,144.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
371,308,Mega Medicham,3,Normal,Meditate,2,Fighting,Psychic,1.3,31.5,1,Pure Power,None,None,510,60,100,85,80,85,100,90.0,70.0,179.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
372,309,Electrike,3,Normal,Lightning,1,Electric,None,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120.0,70.0,59.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
373,310,Manectric,3,Normal,Discharge,1,Electric,None,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45.0,70.0,166.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
374,310,Mega Manectric,3,Normal,Discharge,1,Electric,None,1.8,44.0,1,Intimidate,None,None,575,70,75,80,135,80,135,45.0,70.0,201.0,Slow,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
375,311,Plusle,3,Normal,Cheering,1,Electric,None,0.4,4.2,2,Plus,None,Lightning Rod,405,60,50,40,85,75,95,200.0,70.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
376,312,Minun,3,Normal,Cheering,1,Electric,None,0.4,4.2,2,Minus,None,Volt Absorb,405,60,40,50,75,85,95,200.0,70.0,142.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
377,313,Volbeat,3,Normal,Firefly,1,Bug,None,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150.0,70.0,151.0,Erratic,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
378,314,Illumise,3,Normal,Firefly,1,Bug,None,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150.0,70.0,151.0,Fluctuating,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
379,315,Roselia,3,Normal,Thorn,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,150.0,70.0,140.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
380,316,Gulpin,3,Normal,Stomach,1,Poison,None,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,225.0,70.0,60.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
381,317,Swalot,3,Normal,Poison Bag,1,Poison,None,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,75.0,70.0,163.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
382,318,Carvanha,3,Normal,Savage,2,Water,Dark,0.8,20.8,2,Rough Skin,None,Speed Boost,305,45,90,20,65,20,65,225.0,35.0,61.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
383,319,Sharpedo,3,Normal,Brutal,2,Water,Dark,1.8,88.8,2,Rough Skin,None,Speed Boost,460,70,120,40,95,40,95,60.0,35.0,161.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
384,319,Mega Sharpedo,3,Normal,Brutal,2,Water,Dark,2.5,130.3,1,Strong Jaw,None,None,560,70,140,70,110,65,105,60.0,35.0,196.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
385,320,Wailmer,3,Normal,Ball Whale,1,Water,None,2.0,130.0,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,125.0,70.0,80.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
386,321,Wailord,3,Normal,Float Whale,1,Water,None,14.5,398.0,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,60.0,70.0,175.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
387,322,Numel,3,Normal,Numb,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,255.0,70.0,61.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
388,323,Camerupt,3,Normal,Eruption,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,150.0,70.0,161.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
389,323,Mega Camerupt,3,Normal,Eruption,2,Fire,Ground,2.5,320.5,1,Sheer Force,None,None,560,70,120,100,145,105,20,150.0,70.0,196.0,Medium Fast,1.0,0.5,3.0,0.0,1.0,1.0,1.0,0.5,1.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
390,324,Torkoal,3,Normal,Coal,1,Fire,None,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,90.0,70.0,165.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
391,325,Spoink,3,Normal,Bounce,1,Psychic,None,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,255.0,70.0,66.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
392,326,Grumpig,3,Normal,Manipulate,1,Psychic,None,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,60.0,70.0,165.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
393,327,Spinda,3,Normal,Spot Panda,1,Normal,None,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,255.0,70.0,126.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
394,328,Trapinch,3,Normal,Ant Pit,1,Ground,None,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,255.0,70.0,58.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
395,329,Vibrava,3,Normal,Vibration,2,Ground,Dragon,1.1,15.3,1,Levitate,None,None,340,50,70,50,50,50,70,120.0,70.0,119.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
396,330,Flygon,3,Normal,Mystic,2,Ground,Dragon,2.0,82.0,1,Levitate,None,None,520,80,100,80,80,80,100,45.0,70.0,234.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
397,331,Cacnea,3,Normal,Cactus,1,Grass,None,0.4,51.3,2,Sand Veil,None,Water Absorb,335,50,85,40,85,40,35,190.0,35.0,67.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
398,332,Cacturne,3,Normal,Scarecrow,2,Grass,Dark,1.3,77.4,2,Sand Veil,None,Water Absorb,475,70,115,60,115,60,55,60.0,35.0,166.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
399,333,Swablu,3,Normal,Cotton Bird,2,Normal,Flying,0.4,1.2,2,Natural Cure,None,Cloud Nine,310,45,40,60,40,75,50,255.0,70.0,62.0,Erratic,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
400,334,Altaria,3,Normal,Humming,2,Dragon,Flying,1.1,20.6,2,Natural Cure,None,Cloud Nine,490,75,70,90,70,105,80,45.0,70.0,172.0,Erratic,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
401,334,Mega Altaria,3,Normal,Humming,2,Dragon,Fairy,1.5,20.6,1,Pixilate,None,None,590,75,110,110,110,105,80,45.0,70.0,207.0,Erratic,1.0,0.5,0.5,0.5,0.5,2.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,2.0
402,335,Zangoose,3,Normal,Cat Ferret,1,Normal,None,1.3,40.3,2,Immunity,None,Toxic Boost,458,73,115,60,60,60,90,90.0,70.0,160.0,Erratic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
403,336,Seviper,3,Normal,Fang Snake,1,Poison,None,2.7,52.5,2,Shed Skin,None,Infiltrator,458,73,100,60,100,60,65,90.0,70.0,160.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
404,337,Lunatone,3,Normal,Meteorite,2,Rock,Psychic,1.0,168.0,1,Levitate,None,None,460,90,55,65,95,85,70,45.0,70.0,161.0,Fast,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
405,338,Solrock,3,Normal,Meteorite,2,Rock,Psychic,1.2,154.0,1,Levitate,None,None,460,90,95,85,55,65,70,45.0,70.0,161.0,Fast,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
406,339,Barboach,3,Normal,Whiskers,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,190.0,70.0,58.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
407,340,Whiscash,3,Normal,Whiskers,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,75.0,70.0,164.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
408,341,Corphish,3,Normal,Ruffian,1,Water,None,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,205.0,70.0,62.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
409,342,Crawdaunt,3,Normal,Rogue,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,155.0,70.0,164.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
410,343,Baltoy,3,Normal,Clay Doll,2,Ground,Psychic,0.5,21.5,1,Levitate,None,None,300,40,40,55,40,70,55,255.0,70.0,60.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
411,344,Claydol,3,Normal,Clay Doll,2,Ground,Psychic,1.5,108.0,1,Levitate,None,None,500,60,70,105,70,120,75,90.0,70.0,175.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
412,345,Lileep,3,Normal,Sea Lily,2,Rock,Grass,1.0,23.8,2,Suction Cups,None,Storm Drain,355,66,41,77,61,87,23,45.0,70.0,71.0,Erratic,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
413,346,Cradily,3,Normal,Barnacle,2,Rock,Grass,1.5,60.4,2,Suction Cups,None,Storm Drain,495,86,81,97,81,107,43,45.0,70.0,173.0,Erratic,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
414,347,Anorith,3,Normal,Old Shrimp,2,Rock,Bug,0.7,12.5,2,Battle Armor,None,Swift Swim,355,45,95,50,40,50,75,45.0,70.0,71.0,Erratic,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
415,348,Armaldo,3,Normal,Plate,2,Rock,Bug,1.5,68.2,2,Battle Armor,None,Swift Swim,495,75,125,100,70,80,45,45.0,70.0,173.0,Erratic,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,349,Feebas,3,Normal,Fish,1,Water,None,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255.0,70.0,40.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
417,350,Milotic,3,Normal,Tender,1,Water,None,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60.0,70.0,189.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,351,Castform,3,Normal,Weather,1,Normal,None,0.3,0.8,1,Forecast,None,None,420,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
419,351,Castform Sunny Form,3,Normal,Weather,1,Fire,None,0.3,0.8,1,Forecast,None,None,420,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
420,351,Castform Rainy Form,3,Normal,Weather,1,Water,None,0.3,0.8,1,Forecast,None,None,420,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
421,351,Castform Snowy Form,3,Normal,Weather,1,Ice,None,0.3,0.8,1,Forecast,None,None,420,70,70,70,70,70,70,45.0,70.0,147.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
422,352,Kecleon,3,Normal,Color Swap,1,Normal,None,1.0,22.0,2,Color Change,None,Protean,440,60,90,70,60,120,40,200.0,70.0,154.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
423,353,Shuppet,3,Normal,Puppet,1,Ghost,None,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225.0,35.0,59.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
424,354,Banette,3,Normal,Marionette,1,Ghost,None,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45.0,35.0,159.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
425,354,Mega Banette,3,Normal,Marionette,1,Ghost,None,1.2,13.0,1,Prankster,None,None,555,64,165,75,93,83,75,45.0,35.0,194.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
426,355,Duskull,3,Normal,Requiem,1,Ghost,None,0.8,15.0,2,Levitate,None,Frisk,295,20,40,90,30,90,25,190.0,35.0,59.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
427,356,Dusclops,3,Normal,Beckon,1,Ghost,None,1.6,30.6,2,Pressure,None,Frisk,455,40,70,130,60,130,25,90.0,35.0,159.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
428,357,Tropius,3,Normal,Fruit,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200.0,70.0,161.0,Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
429,358,Chimecho,3,Normal,Wind Chime,1,Psychic,None,0.6,1.0,1,Levitate,None,None,455,75,50,80,95,90,65,45.0,70.0,159.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
430,359,Absol,3,Normal,Disaster,1,Dark,None,1.2,47.0,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30.0,35.0,163.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
431,359,Mega Absol,3,Normal,Disaster,1,Dark,None,1.2,49.0,1,Magic Bounce,None,None,565,65,150,60,115,60,115,30.0,35.0,198.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
432,360,Wynaut,3,Normal,Bright,1,Psychic,None,0.6,14.0,2,Shadow Tag,None,Telepathy,260,95,23,48,23,48,23,125.0,70.0,52.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
433,361,Snorunt,3,Normal,Snow Hat,1,Ice,None,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190.0,70.0,60.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
434,362,Glalie,3,Normal,Face,1,Ice,None,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75.0,70.0,168.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
435,362,Mega Glalie,3,Normal,Face,1,Ice,None,2.1,350.2,1,Refrigerate,None,None,580,80,120,80,120,80,100,75.0,70.0,203.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
